Date,Consumer_Demand,Product_Price,Sales,Order_Total,Discount_Rate,Actual_Shipping_Days,Scheduled_Shipping_Days,Late_Delivery_Risk,Shipping_Delay_Days,Product_Category,Shipping_Mode,Market,Order_Region,Customer_Segment,Retailer_Order,Wholesaler_Order,Manufacturer_Order,Demand_Amplification,Bullwhip_Ratio,Lead_Time_Days,Supply_Disruption_Rate,Supply_Disruption,Inventory_Level,Price_Stress,Risk_Score,Risk_Label,Risk_Level_Num,Year,Month,Day_of_Year
2016-08-24,29,129.61663605524998,2318.845300111,2108.22311899,0.04468703333333333,3.75,2.9166666666666665,0.75,0.3333333333333333,Cardio Equipment,Standard Class,Europe,West Asia,Consumer,47.3642,109.1393,277.2321,1.6332,1.7527,3.75,0.75,1,552.4,0.9664,65.05,HIGH,2,2016,8,237
2016-08-25,9,257.443639701,1269.708371099,1088.804418616,0.04614805,3.8,4.0,0.8,1.2,Camping & Hiking,Standard Class,LATAM,Western Europe,Consumer,17.5837,37.0985,133.607,1.9537,1.6739,3.8,0.8,1,527.95,1.9195,72.67,HIGH,2,2016,8,238
2016-08-26,15,108.98754503725,1598.620699685,1458.640900173,0.039333919375,2.625,2.875,0.625,0.375,Cleats,Standard Class,Europe,Caribbean,Consumer,30.7657,87.1111,171.1613,2.051,1.6312,2.62,0.625,1,536.69,0.8126,62.62,HIGH,2,2016,8,239
2016-08-27,5,150.01886870959999,934.56748067,860.4247472229999,0.055380272200000004,4.2,4.0,0.4,-0.6,Indoor/Outdoor Games,Standard Class,Europe,Central America,Consumer,9.3331,17.4969,32.0018,1.8666,1.6101,4.2,0.4,0,507.98,1.1185,33.39,MEDIUM,1,2016,8,240
2016-08-28,12,234.638837293,1325.0877113420001,1144.155200483,0.0680809892,3.0,2.4,0.6,0.4,Electronics,Second Class,Europe,South America,Consumer,25.9293,47.4016,102.8235,2.1608,1.5856,3.0,0.6,1,519.22,1.7495,69.21,HIGH,2,2016,8,241
2016-08-29,15,137.296358096,997.409545361,927.708379423,0.032590458999999995,2.5,3.3333333333333335,0.5,-0.8333333333333334,Water Sports,Standard Class,LATAM,South America,Consumer,24.8649,48.5562,172.5463,1.6577,1.564,2.5,0.5,1,534.87,1.0237,61.52,HIGH,2,2016,8,242
2016-08-30,18,147.06363859377777,1794.591978787,1650.399571098,0.04744301966666667,3.6666666666666665,2.5555555555555554,0.4444444444444444,0.2222222222222222,Cleats,Standard Class,Europe,Western Europe,Consumer,28.4655,52.5205,132.1824,1.5814,1.5844,3.67,0.444,0,522.69,1.0965,32.65,MEDIUM,1,2016,8,243
2016-08-31,19,123.96946665262499,1758.132953433,1531.365319688,0.1044273795,3.625,3.0,0.75,0.375,Cleats,Standard Class,LATAM,Western Europe,Consumer,28.4843,65.5288,127.9456,1.4992,1.566,3.62,0.75,1,526.64,0.9243,61.32,HIGH,2,2016,8,244
2016-09-01,28,134.1256682944,1843.82453872,1732.672532286,0.0300535353,3.5,3.4,0.6,0.3,Cleats,Standard Class,Europe,Western Europe,Corporate,58.2414,82.6389,230.1838,2.08,1.5379,3.5,0.6,1,544.5,1.0,60.76,HIGH,2,2016,9,245
2016-09-02,24,82.47860797230001,2008.575680527,1866.271240184,0.0910014146,3.2,3.1,0.6,0.2,Camping & Hiking,Standard Class,Europe,West of USA ,Home Office,45.8914,72.8708,116.5041,1.9121,1.573,3.2,0.6,1,527.92,0.615,61.46,HIGH,2,2016,9,246
2016-09-03,18,108.99604407266666,1593.741263212,1509.909751432,0.03987487077777778,3.6666666666666665,3.0,0.6666666666666666,0.1111111111111111,Cleats,Standard Class,Europe,Eastern Asia,Consumer,32.0597,50.764,151.5178,1.7811,1.5937,3.67,0.667,1,528.91,0.8127,61.87,HIGH,2,2016,9,247
2016-09-04,14,129.82919193799998,1531.084503626,1374.148177333,0.07617487,4.0,2.142857142857143,0.7142857142857143,1.0,Fishing,First Class,Europe,Central America,Consumer,25.7862,61.1329,165.8532,1.8419,1.5575,4.0,0.714,1,530.81,0.968,61.15,HIGH,2,2016,9,248
2016-09-05,11,121.360568324125,1637.375297058,1527.5012289899998,0.032482411875,2.375,3.625,0.5,0.625,Fishing,Standard Class,Pacific Asia,Oceania,Corporate,17.6041,48.5893,102.5869,1.6004,1.5676,2.38,0.5,1,520.0,0.9049,61.35,HIGH,2,2016,9,249
2016-09-06,20,151.5261581086,2160.5134318279997,2022.134441697,0.0384957294,3.4,3.2,0.7,0.1,Men's Footwear,Standard Class,Europe,Eastern Asia,Consumer,45.7455,87.8255,153.9899,2.2873,1.4472,3.4,0.7,1,526.85,1.1298,60.24,MEDIUM,1,2016,9,250
2016-09-07,13,187.3933695116,2144.50439785,1904.540184046,0.0353642189,4.3,3.4,0.4,-0.1,Cleats,Standard Class,Europe,Central America,Consumer,23.5861,44.703,77.0723,1.8143,1.4953,4.3,0.4,0,516.39,1.3972,33.88,MEDIUM,1,2016,9,251
2016-09-08,17,89.277423121125,1112.82754601,994.19225856,0.06074277825,4.25,3.5,0.375,-0.25,Men's Footwear,Standard Class,LATAM,Central America,Home Office,30.7823,61.1969,173.5254,1.8107,1.4845,4.25,0.375,0,531.19,0.6657,29.69,LOW,0,2016,9,252
2016-09-09,23,115.7910184343846,2043.909278763,1843.650521519,0.05540888676923077,3.3076923076923075,3.4615384615384617,0.15384615384615385,0.07692307692307693,Cleats,Standard Class,LATAM,Northern Europe,Consumer,44.2944,109.5499,396.0594,1.9258,1.5814,3.31,0.154,0,579.28,0.8633,31.63,MEDIUM,1,2016,9,253
2016-09-10,18,105.30806979288889,1611.317957304,1459.542046725,0.043062940333333334,3.0,3.111111111111111,0.5555555555555556,0.3333333333333333,Indoor/Outdoor Games,Standard Class,LATAM,Central America,Corporate,33.827,55.0882,103.6395,1.8793,1.6163,3.0,0.556,1,516.99,0.7852,62.33,HIGH,2,2016,9,254
2016-09-11,10,239.5746051965714,1852.516467759,1760.438013819,0.02566395371428571,4.571428571428571,2.857142857142857,0.5714285714285714,-0.7142857142857143,Camping & Hiking,Standard Class,Pacific Asia,Oceania,Consumer,18.3157,37.6593,103.9653,1.8316,1.5642,4.57,0.571,1,520.47,1.7863,69.15,HIGH,2,2016,9,255
2016-09-12,22,104.56072427672729,1815.232102299,1558.999643025,0.06995655709090909,3.1818181818181817,2.1818181818181817,0.8181818181818182,0.18181818181818182,Cleats,Standard Class,Europe,Western Europe,Consumer,36.4078,86.7446,98.2534,1.6549,1.4185,3.18,0.818,1,523.27,0.7796,58.37,MEDIUM,1,2016,9,256
2016-09-13,10,183.44323512100001,1649.909063634,1410.353821246,0.0825667685,3.3333333333333335,2.8333333333333335,0.16666666666666666,0.0,Indoor/Outdoor Games,Standard Class,Pacific Asia,Western Europe,Corporate,18.7749,40.686,77.9688,1.8775,1.3815,3.33,0.167,0,515.95,1.3678,31.31,MEDIUM,1,2016,9,257
2016-09-14,28,165.83376366469233,2385.705036123,2159.199720478,0.04271445838461538,3.3846153846153846,2.3076923076923075,0.6923076923076923,0.46153846153846156,Cardio Equipment,Standard Class,LATAM,Central America,Consumer,60.5333,123.2552,286.6974,2.1619,1.3728,3.38,0.692,1,554.92,1.2365,59.82,MEDIUM,1,2016,9,258
2016-09-15,21,189.06108673311113,1760.635989861,1625.464236172,0.04377762266666667,3.5555555555555554,3.5555555555555554,0.5555555555555556,0.6666666666666666,Women's Apparel,Standard Class,LATAM,South America,Corporate,43.028,103.0493,176.2422,2.049,1.3466,3.56,0.556,1,535.18,1.4096,61.03,HIGH,2,2016,9,259
2016-09-16,7,109.96393070166665,821.692641263,702.547525284,0.056336822,3.1666666666666665,3.3333333333333335,0.6666666666666666,-0.5,Fishing,Standard Class,Europe,Western Europe,Consumer,14.7025,16.7855,28.4395,2.1004,1.3659,3.17,0.667,1,505.7,0.8199,57.32,MEDIUM,1,2016,9,260
2016-09-17,28,167.9499794557692,3456.236101607,3059.590244711,0.08377925961538463,4.230769230769231,3.230769230769231,0.6153846153846154,0.9230769230769231,Fishing,Standard Class,Europe,Oceania,Corporate,47.6494,106.9746,199.1204,1.7018,1.3264,4.23,0.615,1,541.15,1.2522,59.05,HIGH,2,2016,9,261
2016-09-18,28,162.73677405058822,3200.898246857,2952.997861237,0.04117040758823529,3.176470588235294,3.1176470588235294,0.7058823529411765,0.7647058823529411,Cleats,Standard Class,LATAM,Central America,Consumer,45.4236,78.1291,203.501,1.6223,1.3008,3.18,0.706,1,536.87,1.2134,58.15,MEDIUM,1,2016,9,262
2016-09-19,28,166.95053218145455,2224.635329829,2054.994831823,0.04644290690909091,3.727272727272727,3.090909090909091,0.6363636363636364,0.5454545454545454,Camping & Hiking,Standard Class,Africa,West Africa,Consumer,49.5218,67.3184,148.2513,1.7686,1.3378,3.73,0.636,1,531.31,1.2448,59.2,MEDIUM,1,2016,9,263
2016-09-20,17,113.88305911799999,1333.794060244,1186.728326982,0.03836782014285715,3.7142857142857144,3.142857142857143,0.7142857142857143,0.8571428571428571,Cleats,Standard Class,Europe,Oceania,Corporate,30.6175,66.4839,71.423,1.801,1.3537,3.71,0.714,1,509.69,0.8491,57.07,MEDIUM,1,2016,9,264
2016-09-21,19,165.47275618788888,1511.02818961,1319.7853205010001,0.049930994666666666,3.2222222222222223,3.0,0.4444444444444444,0.3333333333333333,Fishing,Standard Class,LATAM,Oceania,Consumer,37.9642,97.9565,109.6528,1.9981,1.3628,3.22,0.444,0,520.73,1.2338,29.59,LOW,0,2016,9,265
2016-09-22,27,131.3192758043077,2457.9324458720002,2170.040327117,0.069145815,3.6923076923076925,2.6923076923076925,0.7692307692307693,0.7692307692307693,Cleats,Standard Class,Africa,Southern Africa,Consumer,40.8284,77.8695,148.0681,1.5122,1.3475,3.69,0.769,1,528.3,0.9791,56.95,MEDIUM,1,2016,9,266
2016-09-23,30,113.8870259261875,3115.806653581,2847.494500738,0.0538095734375,2.625,3.1875,0.4375,-0.125,Fishing,Standard Class,Europe,Western Europe,Consumer,62.6109,148.5113,409.8914,2.087,1.4833,2.62,0.438,0,583.88,0.8491,29.67,LOW,0,2016,9,267
2016-09-24,14,121.3398122676,1447.506493589,1263.5048497100001,0.07087240759999999,4.6,2.6,0.4,1.0,Men's Footwear,Standard Class,Europe,Caribbean,Consumer,24.6812,66.7962,60.0429,1.7629,1.5877,4.6,0.4,0,512.04,0.9047,31.75,MEDIUM,1,2016,9,268
2016-09-25,10,141.271608265875,1248.341568286,1183.206336147,0.021565857375,4.125,2.625,0.625,0.5,Water Sports,Standard Class,LATAM,South America,Consumer,17.1618,43.7641,86.3966,1.7162,1.5816,4.12,0.625,1,515.87,1.0533,62.16,HIGH,2,2016,9,269
2016-09-26,7,143.31501033875,794.430464589,683.1687666,0.086326793,3.25,2.25,0.25,0.25,Cleats,Second Class,USCA,Central America,Consumer,11.3304,30.8343,60.3089,1.6186,1.5851,3.25,0.25,0,511.37,1.0686,32.39,MEDIUM,1,2016,9,270
2016-09-27,26,146.83040965984617,2626.002765674,2286.936449115,0.05756199746153846,3.6923076923076925,3.230769230769231,0.5384615384615384,-0.38461538461538464,Cleats,Standard Class,LATAM,Western Europe,Consumer,39.4643,89.7448,343.0682,1.5179,1.6483,3.69,0.538,1,569.13,1.0948,63.91,HIGH,2,2016,9,271
2016-09-28,26,134.06982291290907,2493.719121089,2293.000740989,0.04784801890909091,2.5454545454545454,3.272727272727273,0.36363636363636365,0.45454545454545453,Women's Apparel,Standard Class,LATAM,Central America,Consumer,50.562,100.6284,206.7928,1.9447,1.658,2.55,0.364,0,541.15,0.9996,33.16,MEDIUM,1,2016,9,272
2016-09-29,19,98.55756506218182,1899.820571811,1697.025225366,0.05404174972727272,3.1818181818181817,3.3636363636363638,0.5454545454545454,0.7272727272727273,Women's Apparel,Standard Class,Europe,Central America,Consumer,34.2798,48.7796,131.1574,1.8042,1.6624,3.18,0.545,1,525.13,0.7348,63.25,HIGH,2,2016,9,273
2016-09-30,29,81.11797685766668,1670.124819094,1530.522974699,0.034053062833333335,3.5833333333333335,3.5,0.5833333333333334,0.25,Water Sports,Standard Class,LATAM,Caribbean,Consumer,45.6538,85.2017,210.5034,1.5743,1.6176,3.58,0.583,1,540.71,0.6048,62.35,HIGH,2,2016,9,274
2016-10-01,29,146.3869388570909,2428.8614970959998,2111.86025879,0.09529339618181817,4.0,2.6363636363636362,0.45454545454545453,0.09090909090909091,Water Sports,Second Class,USCA,Oceania,Consumer,45.6304,75.571,84.3028,1.5735,1.6625,4.0,0.455,0,518.88,1.0915,34.16,MEDIUM,1,2016,10,275
2016-10-02,17,108.926378174,1359.764007154,1167.925839165,0.14054547925,3.25,2.75,0.25,-0.125,Men's Footwear,Second Class,Europe,US Center ,Consumer,29.442,89.0998,274.1487,1.7319,1.6299,3.25,0.25,0,553.95,0.8122,32.6,MEDIUM,1,2016,10,276
2016-10-03,17,147.53165303957144,1324.228793067,1180.526891815,0.07289045028571428,3.142857142857143,2.7142857142857144,0.2857142857142857,0.42857142857142855,Indoor/Outdoor Games,Standard Class,Pacific Asia,West Asia,Consumer,35.9778,68.0928,172.6561,2.1163,1.6179,3.14,0.286,0,534.38,1.1,33.36,MEDIUM,1,2016,10,277
2016-10-04,22,134.572734324,1782.414286646,1678.9417091359999,0.043257744,3.5454545454545454,2.727272727272727,0.7272727272727273,0.0,Indoor/Outdoor Games,Standard Class,Europe,Central America,Consumer,38.3928,77.1428,216.7171,1.7451,1.6457,3.55,0.727,1,548.12,1.0034,62.95,HIGH,2,2016,10,278
2016-10-05,15,181.45120625177776,2048.3519038980003,1989.120387408,0.019776525000000003,3.6666666666666665,3.5555555555555554,0.5555555555555556,0.4444444444444444,Fishing,Standard Class,Pacific Asia,Central America,Consumer,23.1159,50.6008,470.2153,1.5411,1.795,3.67,0.556,1,591.91,1.3529,69.43,HIGH,2,2016,10,279
2016-10-06,11,203.6494628235,2277.041154402,2068.352743134,0.073125293125,3.5,2.375,0.625,1.0,Camping & Hiking,First Class,Europe,Western Europe,Consumer,19.223,38.0148,43.1023,1.7475,1.7999,3.5,0.625,1,506.58,1.5184,71.18,HIGH,2,2016,10,280
2016-10-07,35,156.43139112845455,2332.564301932,2144.53958197,0.06151124327272728,3.4545454545454546,3.272727272727273,0.45454545454545453,-0.36363636363636365,Fishing,Standard Class,Europe,Northern Europe,Consumer,60.9993,167.8414,721.7684,1.7428,2.0671,3.45,0.455,0,647.1,1.1664,43.01,MEDIUM,1,2016,10,281
2016-10-08,22,138.769728142125,1841.983338144,1679.17319227,0.05247311525,4.125,2.625,0.625,1.375,Cleats,First Class,USCA,South America,Consumer,30.0884,52.0788,110.7407,1.3677,2.1227,4.12,0.625,1,520.66,1.0347,72.8,HIGH,2,2016,10,282
2016-10-09,35,109.10753776253334,2754.013032163,2542.109573842,0.06393514859999999,3.533333333333333,2.7333333333333334,0.4666666666666667,0.06666666666666667,Camping & Hiking,Standard Class,Pacific Asia,Central America,Corporate,62.3464,127.0745,330.425,1.7813,2.0351,3.53,0.467,0,564.97,0.8135,40.7,MEDIUM,1,2016,10,283
2016-10-10,14,96.57722811139999,801.727399227,744.136800779,0.0296911442,4.6,3.4,1.0,1.8,Cameras ,Standard Class,Europe,East of USA,Consumer,24.5019,41.4051,95.8242,1.7501,2.0066,4.6,1.0,1,518.07,0.7201,70.13,HIGH,2,2016,10,284
2016-10-11,21,249.35212972775,1830.452990245,1690.547105532,0.057908633875000004,5.0,2.5,0.5,-0.125,Camping & Hiking,Standard Class,Europe,Central America,Consumer,40.3233,60.7078,123.0549,1.9202,2.0968,5.0,0.5,1,524.07,1.8592,80.53,HIGH,2,2016,10,285
2016-10-12,19,194.17959966150002,1890.555128994,1635.536705299,0.0784941545,3.4,3.7,0.6,0.5,Cleats,Standard Class,Europe,South America,Consumer,40.9406,71.0167,136.7992,2.1548,2.0618,3.4,0.6,1,530.4,1.4478,75.71,HIGH,2,2016,10,286
2016-10-13,17,75.01085875211112,1169.430334786,1052.769346518,0.03489579111111111,4.0,2.7777777777777777,0.3333333333333333,-0.2222222222222222,Indoor/Outdoor Games,Standard Class,LATAM,Western Europe,Consumer,34.0782,66.3137,174.9964,2.0046,2.0919,4.0,0.333,0,536.36,0.5593,41.84,MEDIUM,1,2016,10,287
2016-10-14,16,171.71968244142857,1608.882360034,1545.1136337340001,0.026451261142857143,3.857142857142857,2.4285714285714284,0.42857142857142855,1.0,Camping & Hiking,First Class,USCA,Central Asia,Consumer,27.8961,50.1879,69.3942,1.7435,2.1557,3.86,0.429,0,515.26,1.2803,45.92,MEDIUM,1,2016,10,288
2016-10-15,27,142.18497792191667,2184.623020261,1989.373997485,0.059926124000000004,2.9166666666666665,2.5,0.75,1.0,Cleats,Standard Class,Europe,Western Europe,Corporate,43.2921,73.8942,225.9644,1.6034,2.1365,2.92,0.75,1,541.37,1.0601,73.33,HIGH,2,2016,10,289
2016-10-16,13,238.47878889750004,1612.7576580549999,1476.474150652,0.04729972133333333,3.8333333333333335,4.0,0.16666666666666666,-0.6666666666666666,Cleats,Standard Class,Europe,Central America,Consumer,30.1165,44.5653,90.5886,2.3167,2.1929,3.83,0.167,0,516.62,1.7781,51.64,MEDIUM,1,2016,10,290
2016-10-17,14,109.746898922875,1366.333883547,1204.639258222,0.049985093125,3.125,2.5,0.5,0.625,Fishing,Standard Class,Europe,Central America,Consumer,25.2232,48.6325,77.0002,1.8017,2.2129,3.12,0.5,1,511.43,0.8183,74.26,HIGH,2,2016,10,291
2016-10-18,13,169.18911124866668,2157.726165183,1977.666051087,0.035694498000000005,3.6666666666666665,2.6666666666666665,0.6666666666666666,0.3333333333333333,Fishing,Standard Class,Europe,Western Europe,Consumer,23.3157,33.8295,67.9565,1.7935,2.2354,3.67,0.667,1,512.54,1.2615,77.32,HIGH,2,2016,10,292
2016-10-19,26,120.044972434,1883.173124521,1688.665404437,0.06604082211111112,2.4444444444444446,2.3333333333333335,0.7777777777777778,0.3333333333333333,Cleats,Standard Class,LATAM,West Asia,Consumer,46.4544,106.0201,387.0957,1.7867,2.2175,2.44,0.778,1,579.91,0.8951,74.35,HIGH,2,2016,10,293
2016-10-20,17,117.5433721241111,2161.6758659800003,1977.783184924,0.03710258611111111,3.3333333333333335,2.7777777777777777,0.6666666666666666,0.5555555555555556,Cleats,Standard Class,LATAM,Central America,Consumer,31.0565,61.8953,120.6769,1.8269,2.1834,3.33,0.667,1,525.01,0.8764,73.67,HIGH,2,2016,10,294
2016-10-21,17,152.9983069134,2627.407958495,2317.095890989,0.0504483,3.4,3.5,0.5,-0.2,Cardio Equipment,Standard Class,LATAM,Oceania,Consumer,30.011,43.9565,117.1787,1.7654,2.1653,3.4,0.5,1,523.06,1.1408,74.71,HIGH,2,2016,10,295
2016-10-22,25,120.54710628855554,1569.274516771,1437.87692534,0.06125118911111111,3.888888888888889,2.888888888888889,0.6666666666666666,0.4444444444444444,Water Sports,Standard Class,USCA,Western Europe,Corporate,42.2792,77.9137,141.8553,1.6912,2.1778,3.89,0.667,1,528.32,0.8988,73.56,HIGH,2,2016,10,296
2016-10-23,15,224.501199745875,1792.2177950320001,1574.080569649,0.078503380375,2.875,3.375,0.875,0.125,Cleats,Standard Class,Europe,West of USA ,Consumer,25.4356,42.8998,131.5228,1.6957,2.2103,2.88,0.875,1,525.27,1.6739,80.94,HIGH,2,2016,10,297
2016-10-24,20,128.62327115766666,1576.899518538,1473.028740713,0.036765963666666665,3.7777777777777777,2.6666666666666665,0.6666666666666666,-0.1111111111111111,Fishing,First Class,LATAM,Central America,Corporate,35.7033,74.6064,223.005,1.7852,2.1674,3.78,0.667,1,545.01,0.959,73.35,HIGH,2,2016,10,298
2016-10-25,14,161.4873085298,2528.189433873,2278.897685889,0.0452010754,2.7,3.1,0.8,0.6,Cleats,Standard Class,Europe,Caribbean,Home Office,23.7481,60.8699,273.3608,1.6963,2.1523,2.7,0.8,1,555.74,1.204,75.09,HIGH,2,2016,10,299
2016-10-26,21,146.16741931363637,1956.733243061,1769.686684301,0.04505283381818182,3.1818181818181817,3.5454545454545454,0.2727272727272727,-0.5454545454545454,Cardio Equipment,Standard Class,Europe,Central America,Consumer,35.0237,47.1879,104.3479,1.6678,2.319,3.18,0.273,0,517.48,1.0898,47.28,MEDIUM,1,2016,10,300
2016-10-27,21,179.5245834737,2784.465288315,2475.897779676,0.06338825379999999,3.9,2.5,0.6,0.4,Fishing,Standard Class,Europe,Western Europe,Consumer,38.0139,76.2566,226.5973,1.8102,2.3356,3.9,0.6,1,545.95,1.3385,80.1,HIGH,2,2016,10,301
2016-10-28,19,78.654337637,1029.392907681,940.2965423379999,0.033321493,4.285714285714286,2.5714285714285716,0.5714285714285714,0.7142857142857143,Men's Footwear,Standard Class,Europe,Central America,Consumer,33.1727,62.982,153.2718,1.7459,2.3668,4.29,0.571,1,532.43,0.5864,77.34,HIGH,2,2016,10,302
2016-10-29,26,147.94627320742856,2949.651122995,2633.424778874,0.05225919128571428,3.7142857142857144,3.2142857142857144,0.5714285714285714,0.8571428571428571,Men's Footwear,Standard Class,Europe,Western Europe,Consumer,54.1243,121.3523,449.1215,2.0817,2.3496,3.71,0.571,1,588.75,1.1031,78.02,HIGH,2,2016,10,303
2016-10-30,30,141.46312745999998,2928.560791651,2720.786995331,0.03865999335714286,4.428571428571429,2.9285714285714284,0.42857142857142855,0.7142857142857143,Cleats,Second Class,LATAM,Central America,Corporate,41.2185,84.3246,154.1803,1.3739,2.3607,4.43,0.429,0,532.94,1.0547,47.76,MEDIUM,1,2016,10,304
2016-10-31,19,195.525775017875,2410.325972812,2223.946741463,0.037972760625,4.625,3.625,0.5,-0.125,Indoor/Outdoor Games,Standard Class,Europe,Central America,Consumer,37.9541,64.0158,195.3753,1.9976,2.3331,4.62,0.5,1,544.42,1.4578,81.24,HIGH,2,2016,10,305
2016-11-01,16,172.49173818575,3173.271033308,2950.667533473,0.06339268708333333,2.5833333333333335,3.0,0.6666666666666666,1.0,Cleats,Standard Class,Europe,West of USA ,Consumer,32.4592,59.6993,131.1336,2.0287,2.3767,2.58,0.667,1,526.06,1.2861,80.4,HIGH,2,2016,11,306
2016-11-02,29,99.07568565353846,2031.023451495,1767.3217578889999,0.053911539999999994,2.3846153846153846,2.8461538461538463,0.5384615384615384,0.3076923076923077,Men's Footwear,Standard Class,Pacific Asia,Western Europe,Consumer,42.2136,70.5757,162.2698,1.4556,2.3575,2.38,0.538,1,533.59,0.7387,77.15,HIGH,2,2016,11,307
2016-11-03,21,150.91698465741666,2435.338888837,2184.3285745050002,0.050955105,3.1666666666666665,2.0833333333333335,0.8333333333333334,1.3333333333333333,Cleats,Second Class,Europe,Northern Europe,Consumer,36.3444,88.3573,214.5501,1.7307,2.3568,3.17,0.833,1,541.36,1.1252,78.39,HIGH,2,2016,11,308
2016-11-04,12,125.36371813271428,1115.823536063,1014.700375233,0.048254410571428576,3.5714285714285716,2.857142857142857,0.2857142857142857,0.14285714285714285,Men's Footwear,Standard Class,Europe,Eastern Asia,Consumer,20.7086,40.7705,104.7193,1.7257,2.3151,3.57,0.286,0,521.16,0.9347,46.3,MEDIUM,1,2016,11,309
2016-11-05,20,119.4505236735,1134.6021255619999,961.528974503,0.13243621283333332,2.8333333333333335,3.1666666666666665,0.5,0.0,Cleats,Standard Class,LATAM,South America,Corporate,31.1174,89.2243,201.4444,1.5559,2.3251,2.83,0.5,1,541.21,0.8906,76.5,HIGH,2,2016,11,310
2016-11-06,18,97.76763721328572,1320.06445456,1158.334551163,0.09523373385714286,3.857142857142857,2.857142857142857,0.42857142857142855,-0.5714285714285714,Cleats,Standard Class,USCA,Central Africa,Corporate,29.8259,57.7655,146.4351,1.657,1.8777,3.86,0.429,0,529.64,0.729,37.55,MEDIUM,1,2016,11,311
2016-11-07,14,99.15550732128573,1321.064282121,1237.7466370910001,0.03965891628571429,3.4285714285714284,3.142857142857143,0.14285714285714285,-0.7142857142857143,Camping & Hiking,Standard Class,Pacific Asia,Central America,Consumer,22.4387,38.1777,155.9654,1.6028,1.7956,3.43,0.143,0,529.77,0.7393,35.91,MEDIUM,1,2016,11,312
2016-11-08,31,140.3900397084,2378.353745561,2204.323647588,0.06069148473333333,3.6,2.6666666666666665,0.4666666666666667,0.8,Cardio Equipment,Standard Class,LATAM,Western Europe,Consumer,66.155,95.8137,318.096,2.134,1.8834,3.6,0.467,0,564.26,1.0467,38.14,MEDIUM,1,2016,11,313
2016-11-09,28,178.3090519455714,2750.633607665,2508.848641914,0.061766845,2.5714285714285716,2.5,0.6428571428571429,-0.8571428571428571,Fishing,Standard Class,Pacific Asia,Central Africa,Consumer,55.0675,75.2697,239.9242,1.9667,1.83,2.57,0.643,1,552.08,1.3295,69.89,HIGH,2,2016,11,314
2016-11-10,14,163.5446026762222,1934.292072158,1761.392842324,0.060916737444444445,3.0,3.0,0.4444444444444444,0.3333333333333333,Cleats,Standard Class,Europe,East of USA,Corporate,28.4742,40.663,81.526,2.0339,1.8132,3.0,0.444,0,516.93,1.2194,38.46,MEDIUM,1,2016,11,315
2016-11-11,8,137.89215034783334,1435.744644758,1268.254435326,0.053447834,2.8333333333333335,2.5,0.5,-1.0,Books ,Standard Class,Europe,South America,Consumer,15.4004,31.8478,54.8594,1.9251,1.7335,2.83,0.5,1,511.74,1.0281,64.95,HIGH,2,2016,11,316
2016-11-12,13,166.0761775315,2197.211461816,2054.412952048,0.04517854475,1.875,3.375,0.875,1.375,Men's Footwear,Standard Class,Europe,Southern Europe,Consumer,20.7975,45.1379,148.2825,1.5998,1.7047,1.88,0.875,1,529.35,1.2383,66.48,HIGH,2,2016,11,317
2016-11-13,13,191.86775759374999,1731.72120213,1524.358298527,0.07102515100000001,3.125,4.0,0.125,-0.5,Water Sports,Standard Class,USCA,West Asia,Consumer,22.0935,31.5695,100.8718,1.6995,1.6456,3.12,0.125,0,521.15,1.4306,37.22,MEDIUM,1,2016,11,318
2016-11-14,22,94.389691377,1062.235219651,981.841847595,0.060220331875,3.75,2.5,0.5,0.375,Women's Apparel,Second Class,LATAM,Central America,Consumer,41.3787,97.0204,381.9909,1.8809,1.7514,3.75,0.5,1,577.01,0.7038,65.03,HIGH,2,2016,11,319
2016-11-15,21,194.62503829042856,3901.953230432,3590.7704224179997,0.05052908742857143,4.357142857142857,2.357142857142857,0.5,0.35714285714285715,Men's Footwear,Second Class,Pacific Asia,Southern Europe,Home Office,33.2846,59.242,112.7619,1.585,1.7869,4.36,0.5,1,520.56,1.4511,70.25,HIGH,2,2016,11,320
2016-11-16,22,172.56107669055555,1773.670063192,1569.467943377,0.037602765333333336,4.666666666666667,2.7777777777777777,0.5555555555555556,-0.5555555555555556,Fishing,Standard Class,Europe,Caribbean,Consumer,42.3145,85.4247,185.3662,1.9234,1.7606,4.67,0.556,1,537.77,1.2866,68.08,HIGH,2,2016,11,321
2016-11-17,24,140.84218989166666,1964.017523892,1764.9025747379999,0.09957600066666666,3.7777777777777777,2.5555555555555554,0.4444444444444444,1.0,Men's Footwear,Standard Class,LATAM,Western Europe,Consumer,41.9638,113.5677,150.4485,1.7485,1.7493,3.78,0.444,0,527.71,1.0501,35.49,MEDIUM,1,2016,11,322
2016-11-18,15,134.00964994075,1507.590406798,1409.743689184,0.021038776874999998,3.875,3.125,0.375,-0.125,Fishing,Standard Class,LATAM,Canada,Consumer,25.877,60.6955,124.4054,1.7251,1.6759,3.88,0.375,0,523.93,0.9992,33.52,MEDIUM,1,2016,11,323
2016-11-19,17,156.51655390230002,2606.973145743,2278.93013128,0.09397844749999999,4.1,3.4,0.5,0.5,Men's Footwear,Standard Class,Europe,Central America,Consumer,32.6909,60.736,202.4266,1.923,1.6402,4.1,0.5,1,540.81,1.167,64.47,HIGH,2,2016,11,324
